url_length,domain_length,path_length,query_length,dot_count,hyphen_count,underscore_count,slash_count,question_count,equal_count,at_count,and_count,is_https,has_ip,has_suspicious_words,subdomain_count,domain_entropy,suspicious_tld,is_shortened,digit_ratio,vowel_ratio,consecutive_chars,page_length,word_count,form_count,has_password_field,total_links,external_links,urgency_score,fear_score,brand_mentions,credibility_score
22,14,0,0,2,0,0,2,0,0,0,0,1,0,0,0,2.8423709931771093,0,0,0.0,0.2857142857142857,3,0,0,0,0,0,0,0,0,0,0
23,14,1,0,2,0,0,3,0,0,0,0,1,0,0,0,2.8423709931771093,0,0,0.0,0.2857142857142857,3,0,0,0,0,0,0,0,0,0,0
29,14,7,0,2,0,0,3,0,0,0,0,1,0,0,0,2.8423709931771093,0,0,0.0,0.2857142857142857,3,0,0,0,0,0,0,0,0,0,0
28,14,6,0,2,0,0,3,0,0,0,0,1,0,0,0,2.8423709931771093,0,0,0.0,0.2857142857142857,3,0,0,0,0,0,0,0,0,0,0
30,14,8,0,2,0,0,3,0,0,0,0,1,0,0,0,2.8423709931771093,0,0,0.0,0.2857142857142857,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
22,14,0,0,2,0,0,2,0,0,0,0,1,0,1,0,2.8962915290459277,0,0,0.0,0.2857142857142857,3,0,0,0,0,0,0,0,0,0,0
23,14,1,0,2,0,0,3,0,0,0,0,1,0,1,0,2.8962915290459277,0,0,0.0,0.2857142857142857,3,0,0,0,0,0,0,0,0,0,0
29,14,7,0,2,0,0,3,0,0,0,0,1,0,1,0,2.8962915290459277,0,0,0.0,0.2857142857142857,3,0,0,0,0,0,0,0,0,0,0
28,14,6,0,2,0,0,3,0,0,0,0,1,0,1,0,2.8962915290459277,0,0,0.0,0.2857142857142857,3,0,0,0,0,0,0,0,0,0,0
30,14,8,0,2,0,0,3,0,0,0,0,1,0,1,0,2.8962915290459277,0,0,0.0,0.2857142857142857,3,0,0,0,0,0,0,0,0,0,0
25,17,0,0,2,0,0,2,0,0,0,0,1,0,0,0,3.1751231351134614,0,1,0.0,0.23529411764705882,3,0,0,0,0,0,0,0,0,0,0
26,17,1,0,2,0,0,3,0,0,0,0,1,0,0,0,3.1751231351134614,0,1,0.0,0.23529411764705882,3,0,0,0,0,0,0,0,0,0,0
32,17,7,0,2,0,0,3,0,0,0,0,1,0,0,0,3.1751231351134614,0,1,0.0,0.23529411764705882,3,0,0,0,0,0,0,0,0,0,0
31,17,6,0,2,0,0,3,0,0,0,0,1,0,0,0,3.1751231351134614,0,1,0.0,0.23529411764705882,3,0,0,0,0,0,0,0,0,0,0
33,17,8,0,2,0,0,3,0,0,0,0,1,0,0,0,3.1751231351134614,0,1,0.0,0.23529411764705882,3,0,0,0,0,0,0,0,0,0,0
21,13,0,0,2,0,0,2,0,0,0,0,1,0,0,0,3.0269868333592873,0,0,0.0,0.23076923076923078,3,0,0,0,0,0,0,0,0,0,0
22,13,1,0,2,0,0,3,0,0,0,0,1,0,0,0,3.0269868333592873,0,0,0.0,0.23076923076923078,3,0,0,0,0,0,0,0,0,0,0
28,13,7,0,2,0,0,3,0,0,0,0,1,0,0,0,3.0269868333592873,0,0,0.0,0.23076923076923078,3,0,0,0,0,0,0,0,0,0,0
27,13,6,0,2,0,0,3,0,0,0,0,1,0,0,0,3.0269868333592873,0,0,0.0,0.23076923076923078,3,0,0,0,0,0,0,0,0,0,0
29,13,8,0,2,0,0,3,0,0,0,0,1,0,0,0,3.0269868333592873,0,0,0.0,0.23076923076923078,3,0,0,0,0,0,0,0,0,0,0
24,16,0,0,2,0,0,2,0,0,0,0,1,0,0,0,3.1556390622295662,0,0,0.0,0.3125,3,0,0,0,0,0,0,0,0,0,0
25,16,1,0,2,0,0,3,0,0,0,0,1,0,0,0,3.1556390622295662,0,0,0.0,0.3125,3,0,0,0,0,0,0,0,0,0,0
31,16,7,0,2,0,0,3,0,0,0,0,1,0,0,0,3.1556390622295662,0,0,0.0,0.3125,3,0,0,0,0,0,0,0,0,0,0
30,16,6,0,2,0,0,3,0,0,0,0,1,0,0,0,3.1556390622295662,0,0,0.0,0.3125,3,0,0,0,0,0,0,0,0,0,0
32,16,8,0,2,0,0,3,0,0,0,0,1,0,0,0,3.1556390622295662,0,0,0.0,0.3125,3,0,0,0,0,0,0,0,0,0,0
23,15,0,0,2,0,0,2,0,0,0,0,1,0,0,0,2.9232314287976204,0,0,0.0,0.2,3,0,0,0,0,0,0,0,0,0,0
24,15,1,0,2,0,0,3,0,0,0,0,1,0,0,0,2.9232314287976204,0,0,0.0,0.2,3,0,0,0,0,0,0,0,0,0,0
30,15,7,0,2,0,0,3,0,0,0,0,1,0,0,0,2.9232314287976204,0,0,0.0,0.2,3,0,0,0,0,0,0,0,0,0,0
29,15,6,0,2,0,0,3,0,0,0,0,1,0,0,0,2.9232314287976204,0,0,0.0,0.2,3,0,0,0,0,0,0,0,0,0,0
31,15,8,0,2,0,0,3,0,0,0,0,1,0,0,0,2.9232314287976204,0,0,0.0,0.2,3,0,0,0,0,0,0,0,0,0,0
24,16,0,0,2,0,0,2,0,0,0,0,1,0,0,0,3.327819531114783,0,0,0.0,0.25,3,0,0,0,0,0,0,0,0,0,0
25,16,1,0,2,0,0,3,0,0,0,0,1,0,0,0,3.327819531114783,0,0,0.0,0.25,3,0,0,0,0,0,0,0,0,0,0
31,16,7,0,2,0,0,3,0,0,0,0,1,0,0,0,3.327819531114783,0,0,0.0,0.25,3,0,0,0,0,0,0,0,0,0,0
30,16,6,0,2,0,0,3,0,0,0,0,1,0,0,0,3.327819531114783,0,0,0.0,0.25,3,0,0,0,0,0,0,0,0,0,0
32,16,8,0,2,0,0,3,0,0,0,0,1,0,0,0,3.327819531114783,0,0,0.0,0.25,3,0,0,0,0,0,0,0,0,0,0
23,15,0,0,2,0,0,2,0,0,0,0,1,0,0,0,3.1898980954642866,0,0,0.0,0.3333333333333333,3,0,0,0,0,0,0,0,0,0,0
24,15,1,0,2,0,0,3,0,0,0,0,1,0,0,0,3.1898980954642866,0,0,0.0,0.3333333333333333,3,0,0,0,0,0,0,0,0,0,0
30,15,7,0,2,0,0,3,0,0,0,0,1,0,0,0,3.1898980954642866,0,0,0.0,0.3333333333333333,3,0,0,0,0,0,0,0,0,0,0
29,15,6,0,2,0,0,3,0,0,0,0,1,0,0,0,3.1898980954642866,0,0,0.0,0.3333333333333333,3,0,0,0,0,0,0,0,0,0,0
31,15,8,0,2,0,0,3,0,0,0,0,1,0,0,0,3.1898980954642866,0,0,0.0,0.3333333333333333,3,0,0,0,0,0,0,0,0,0,0
23,15,0,0,2,0,0,2,0,0,0,0,1,0,0,0,3.4565647621309536,0,0,0.0,0.2,3,0,0,0,0,0,0,0,0,0,0
24,15,1,0,2,0,0,3,0,0,0,0,1,0,0,0,3.4565647621309536,0,0,0.0,0.2,3,0,0,0,0,0,0,0,0,0,0
30,15,7,0,2,0,0,3,0,0,0,0,1,0,0,0,3.4565647621309536,0,0,0.0,0.2,3,0,0,0,0,0,0,0,0,0,0
29,15,6,0,2,0,0,3,0,0,0,0,1,0,0,0,3.4565647621309536,0,0,0.0,0.2,3,0,0,0,0,0,0,0,0,0,0
31,15,8,0,2,0,0,3,0,0,0,0,1,0,0,0,3.4565647621309536,0,0,0.0,0.2,3,0,0,0,0,0,0,0,0,0,0
23,15,0,0,2,0,0,2,0,0,0,0,1,0,0,0,3.32323142879762,0,0,0.0,0.2,3,0,0,0,0,0,0,0,0,0,0
24,15,1,0,2,0,0,3,0,0,0,0,1,0,0,0,3.32323142879762,0,0,0.0,0.2,3,0,0,0,0,0,0,0,0,0,0
30,15,7,0,2,0,0,3,0,0,0,0,1,0,0,0,3.32323142879762,0,0,0.0,0.2,3,0,0,0,0,0,0,0,0,0,0
29,15,6,0,2,0,0,3,0,0,0,0,1,0,0,0,3.32323142879762,0,0,0.0,0.2,3,0,0,0,0,0,0,0,0,0,0
31,15,8,0,2,0,0,3,0,0,0,0,1,0,0,0,3.32323142879762,0,0,0.0,0.2,3,0,0,0,0,0,0,0,0,0,0
23,15,0,0,2,0,0,2,0,0,0,0,1,0,0,0,3.1395722619867223,0,0,0.0,0.2,3,0,0,0,0,0,0,0,0,0,0
24,15,1,0,2,0,0,3,0,0,0,0,1,0,0,0,3.1395722619867223,0,0,0.0,0.2,3,0,0,0,0,0,0,0,0,0,0
30,15,7,0,2,0,0,3,0,0,0,0,1,0,0,0,3.1395722619867223,0,0,0.0,0.2,3,0,0,0,0,0,0,0,0,0,0
29,15,6,0,2,0,0,3,0,0,0,0,1,0,0,0,3.1395722619867223,0,0,0.0,0.2,3,0,0,0,0,0,0,0,0,0,0
31,15,8,0,2,0,0,3,0,0,0,0,1,0,0,0,3.1395722619867223,0,0,0.0,0.2,3,0,0,0,0,0,0,0,0,0,0
21,13,0,0,2,0,0,2,0,0,0,0,1,0,0,0,3.0269868333592873,0,0,0.0,0.3076923076923077,3,0,0,0,0,0,0,0,0,0,0
22,13,1,0,2,0,0,3,0,0,0,0,1,0,0,0,3.0269868333592873,0,0,0.0,0.3076923076923077,3,0,0,0,0,0,0,0,0,0,0
28,13,7,0,2,0,0,3,0,0,0,0,1,0,0,0,3.0269868333592873,0,0,0.0,0.3076923076923077,3,0,0,0,0,0,0,0,0,0,0
27,13,6,0,2,0,0,3,0,0,0,0,1,0,0,0,3.0269868333592873,0,0,0.0,0.3076923076923077,3,0,0,0,0,0,0,0,0,0,0
29,13,8,0,2,0,0,3,0,0,0,0,1,0,0,0,3.0269868333592873,0,0,0.0,0.3076923076923077,3,0,0,0,0,0,0,0,0,0,0
26,18,0,0,2,0,0,2,0,0,0,0,1,0,0,0,3.350209029099897,0,0,0.0,0.2777777777777778,3,0,0,0,0,0,0,0,0,0,0
27,18,1,0,2,0,0,3,0,0,0,0,1,0,0,0,3.350209029099897,0,0,0.0,0.2777777777777778,3,0,0,0,0,0,0,0,0,0,0
33,18,7,0,2,0,0,3,0,0,0,0,1,0,0,0,3.350209029099897,0,0,0.0,0.2777777777777778,3,0,0,0,0,0,0,0,0,0,0
32,18,6,0,2,0,0,3,0,0,0,0,1,0,0,0,3.350209029099897,0,0,0.0,0.2777777777777778,3,0,0,0,0,0,0,0,0,0,0
34,18,8,0,2,0,0,3,0,0,0,0,1,0,0,0,3.350209029099897,0,0,0.0,0.2777777777777778,3,0,0,0,0,0,0,0,0,0,0
23,15,0,0,2,0,0,2,0,0,0,0,1,0,0,0,2.9735572622751847,0,1,0.0,0.2,3,0,0,0,0,0,0,0,0,0,0
24,15,1,0,2,0,0,3,0,0,0,0,1,0,0,0,2.9735572622751847,0,1,0.0,0.2,3,0,0,0,0,0,0,0,0,0,0
30,15,7,0,2,0,0,3,0,0,0,0,1,0,0,0,2.9735572622751847,0,1,0.0,0.2,3,0,0,0,0,0,0,0,0,0,0
29,15,6,0,2,0,0,3,0,0,0,0,1,0,0,0,2.9735572622751847,0,1,0.0,0.2,3,0,0,0,0,0,0,0,0,0,0
31,15,8,0,2,0,0,3,0,0,0,0,1,0,0,0,2.9735572622751847,0,1,0.0,0.2,3,0,0,0,0,0,0,0,0,0,0
24,16,0,0,2,0,0,2,0,0,0,0,1,0,0,0,3.577819531114783,0,1,0.0,0.1875,3,0,0,0,0,0,0,0,0,0,0
25,16,1,0,2,0,0,3,0,0,0,0,1,0,0,0,3.577819531114783,0,1,0.0,0.1875,3,0,0,0,0,0,0,0,0,0,0
31,16,7,0,2,0,0,3,0,0,0,0,1,0,0,0,3.577819531114783,0,1,0.0,0.1875,3,0,0,0,0,0,0,0,0,0,0
30,16,6,0,2,0,0,3,0,0,0,0,1,0,0,0,3.577819531114783,0,1,0.0,0.1875,3,0,0,0,0,0,0,0,0,0,0
32,16,8,0,2,0,0,3,0,0,0,0,1,0,0,0,3.577819531114783,0,1,0.0,0.1875,3,0,0,0,0,0,0,0,0,0,0
20,12,0,0,2,0,0,2,0,0,0,0,1,0,0,0,3.0220552088742,0,0,0.0,0.25,3,0,0,0,0,0,0,0,0,0,0
21,12,1,0,2,0,0,3,0,0,0,0,1,0,0,0,3.0220552088742,0,0,0.0,0.25,3,0,0,0,0,0,0,0,0,0,0
27,12,7,0,2,0,0,3,0,0,0,0,1,0,0,0,3.0220552088742,0,0,0.0,0.25,3,0,0,0,0,0,0,0,0,0,0
26,12,6,0,2,0,0,3,0,0,0,0,1,0,0,0,3.0220552088742,0,0,0.0,0.25,3,0,0,0,0,0,0,0,0,0,0
28,12,8,0,2,0,0,3,0,0,0,0,1,0,0,0,3.0220552088742,0,0,0.0,0.25,3,0,0,0,0,0,0,0,0,0,0
22,14,0,0,2,0,0,2,0,0,0,0,1,0,0,0,3.182005814760214,0,1,0.0,0.21428571428571427,3,0,0,0,0,0,0,0,0,0,0
23,14,1,0,2,0,0,3,0,0,0,0,1,0,0,0,3.182005814760214,0,1,0.0,0.21428571428571427,3,0,0,0,0,0,0,0,0,0,0
29,14,7,0,2,0,0,3,0,0,0,0,1,0,0,0,3.182005814760214,0,1,0.0,0.21428571428571427,3,0,0,0,0,0,0,0,0,0,0
28,14,6,0,2,0,0,3,0,0,0,0,1,0,0,0,3.182005814760214,0,1,0.0,0.21428571428571427,3,0,0,0,0,0,0,0,0,0,0
30,14,8,0,2,0,0,3,0,0,0,0,1,0,0,0,3.182005814760214,0,1,0.0,0.21428571428571427,3,0,0,0,0,0,0,0,0,0,0
23,15,0,0,2,0,0,2,0,0,0,0,1,0,0,0,3.32323142879762,0,0,0.0,0.2,3,0,0,0,0,0,0,0,0,0,0
24,15,1,0,2,0,0,3,0,0,0,0,1,0,0,0,3.32323142879762,0,0,0.0,0.2,3,0,0,0,0,0,0,0,0,0,0
30,15,7,0,2,0,0,3,0,0,0,0,1,0,0,0,3.32323142879762,0,0,0.0,0.2,3,0,0,0,0,0,0,0,0,0,0
29,15,6,0,2,0,0,3,0,0,0,0,1,0,0,0,3.32323142879762,0,0,0.0,0.2,3,0,0,0,0,0,0,0,0,0,0
31,15,8,0,2,0,0,3,0,0,0,0,1,0,0,0,3.32323142879762,0,0,0.0,0.2,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
38,24,7,0,1,2,0,3,0,0,0,0,0,0,1,0,3.9701755214643457,1,0,0.0,0.3333333333333333,2,0,0,0,0,0,0,0,0,0,0
45,24,7,6,1,2,0,3,1,1,0,0,0,0,1,0,3.9701755214643457,1,0,0.0,0.3333333333333333,2,0,0,0,0,0,0,0,0,0,0
48,24,17,0,1,2,0,3,0,1,0,1,0,0,1,0,3.9701755214643457,1,0,0.0,0.3333333333333333,2,0,0,0,0,0,0,0,0,0,0
39,24,7,0,1,2,0,3,0,0,0,0,1,0,1,0,3.9701755214643457,1,0,0.0,0.3333333333333333,2,0,0,0,0,0,0,0,0,0,0
33,19,7,0,1,2,0,3,0,0,0,0,0,0,1,0,3.826874881864636,1,0,0.0,0.3157894736842105,2,0,0,0,0,0,0,0,0,0,0
40,19,7,6,1,2,0,3,1,1,0,0,0,0,1,0,3.826874881864636,1,0,0.0,0.3157894736842105,2,0,0,0,0,0,0,0,0,0,0
43,19,17,0,1,2,0,3,0,1,0,1,0,0,1,0,3.826874881864636,1,0,0.0,0.3157894736842105,2,0,0,0,0,0,0,0,0,0,0
34,19,7,0,1,2,0,3,0,0,0,0,1,0,1,0,3.826874881864636,1,0,0.0,0.3157894736842105,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
40,27,6,0,1,2,0,3,0,0,0,0,0,0,1,0,3.782122224145306,1,0,0.0,0.3333333333333333,2,0,0,0,0,0,0,0,0,0,0
47,27,6,6,1,2,0,3,1,1,0,0,0,0,1,0,3.782122224145306,1,0,0.0,0.3333333333333333,2,0,0,0,0,0,0,0,0,0,0
50,27,16,0,1,2,0,3,0,1,0,1,0,0,1,0,3.782122224145306,1,0,0.0,0.3333333333333333,2,0,0,0,0,0,0,0,0,0,0
41,27,6,0,1,2,0,3,0,0,0,0,1,0,1,0,3.782122224145306,1,0,0.0,0.3333333333333333,2,0,0,0,0,0,0,0,0,0,0
41,26,8,0,1,2,0,3,0,0,0,0,0,0,1,0,3.9790978911348036,1,0,0.0,0.3076923076923077,2,0,0,0,0,0,0,0,0,0,0
48,26,8,6,1,2,0,3,1,1,0,0,0,0,1,0,3.9790978911348036,1,0,0.0,0.3076923076923077,2,0,0,0,0,0,0,0,0,0,0
51,26,18,0,1,2,0,3,0,1,0,1,0,0,1,0,3.9790978911348036,1,0,0.0,0.3076923076923077,2,0,0,0,0,0,0,0,0,0,0
42,26,8,0,1,2,0,3,0,0,0,0,1,0,1,0,3.9790978911348036,1,0,0.0,0.3076923076923077,2,0,0,0,0,0,0,0,0,0,0
36,22,7,0,1,2,0,3,0,0,0,0,0,0,1,0,3.5726236638951634,1,0,0.0,0.3181818181818182,2,0,0,0,0,0,0,0,0,0,0
43,22,7,6,1,2,0,3,1,1,0,0,0,0,1,0,3.5726236638951634,1,0,0.0,0.3181818181818182,2,0,0,0,0,0,0,0,0,0,0
46,22,17,0,1,2,0,3,0,1,0,1,0,0,1,0,3.5726236638951634,1,0,0.0,0.3181818181818182,2,0,0,0,0,0,0,0,0,0,0
37,22,7,0,1,2,0,3,0,0,0,0,1,0,1,0,3.5726236638951634,1,0,0.0,0.3181818181818182,2,0,0,0,0,0,0,0,0,0,0
41,28,6,0,1,3,0,3,0,0,0,0,0,0,1,0,3.7709424217485377,1,0,0.0,0.35714285714285715,2,0,0,0,0,0,0,0,0,0,0
48,28,6,6,1,3,0,3,1,1,0,0,0,0,1,0,3.7709424217485377,1,0,0.0,0.35714285714285715,2,0,0,0,0,0,0,0,0,0,0
51,28,16,0,1,3,0,3,0,1,0,1,0,0,1,0,3.7709424217485377,1,0,0.0,0.35714285714285715,2,0,0,0,0,0,0,0,0,0,0
42,28,6,0,1,3,0,3,0,0,0,0,1,0,1,0,3.7709424217485377,1,0,0.0,0.35714285714285715,2,0,0,0,0,0,0,0,0,0,0
35,22,6,0,1,2,0,3,0,0,0,0,0,0,1,0,3.606936732175321,1,0,0.0,0.3181818181818182,2,0,0,0,0,0,0,0,0,0,0
42,22,6,6,1,2,0,3,1,1,0,0,0,0,1,0,3.606936732175321,1,0,0.0,0.3181818181818182,2,0,0,0,0,0,0,0,0,0,0
45,22,16,0,1,2,0,3,0,1,0,1,0,0,1,0,3.606936732175321,1,0,0.0,0.3181818181818182,2,0,0,0,0,0,0,0,0,0,0
36,22,6,0,1,2,0,3,0,0,0,0,1,0,1,0,3.606936732175321,1,0,0.0,0.3181818181818182,2,0,0,0,0,0,0,0,0,0,0
32,18,7,0,1,2,0,3,0,0,0,0,0,0,0,0,3.7254805569978675,1,0,0.0,0.2222222222222222,2,0,0,0,0,0,0,0,0,0,0
39,18,7,6,1,2,0,3,1,1,0,0,0,0,0,0,3.7254805569978675,1,0,0.0,0.2222222222222222,2,0,0,0,0,0,0,0,0,0,0
42,18,17,0,1,2,0,3,0,1,0,1,0,0,0,0,3.7254805569978675,1,0,0.0,0.2222222222222222,2,0,0,0,0,0,0,0,0,0,0
33,18,7,0,1,2,0,3,0,0,0,0,1,0,0,0,3.7254805569978675,1,0,0.0,0.2222222222222222,2,0,0,0,0,0,0,0,0,0,0
37,25,5,0,1,2,0,3,0,0,0,0,0,0,0,0,3.6732696895151076,1,0,0.0,0.24,2,0,0,0,0,0,0,0,0,0,0
44,25,5,6,1,2,0,3,1,1,0,0,0,0,0,0,3.6732696895151076,1,0,0.0,0.24,2,0,0,0,0,0,0,0,0,0,0
47,25,15,0,1,2,0,3,0,1,0,1,0,0,0,0,3.6732696895151076,1,0,0.0,0.24,2,0,0,0,0,0,0,0,0,0,0
38,25,5,0,1,2,0,3,0,0,0,0,1,0,0,0,3.6732696895151076,1,0,0.0,0.24,2,0,0,0,0,0,0,0,0,0,0
38,23,8,0,1,2,0,3,0,0,0,0,0,0,0,0,3.6424896731661263,1,0,0.0,0.34782608695652173,2,0,0,0,0,0,0,0,0,0,0
45,23,8,6,1,2,0,3,1,1,0,0,0,0,0,0,3.6424896731661263,1,0,0.0,0.34782608695652173,2,0,0,0,0,0,0,0,0,0,0
48,23,18,0,1,2,0,3,0,1,0,1,0,0,0,0,3.6424896731661263,1,0,0.0,0.34782608695652173,2,0,0,0,0,0,0,0,0,0,0
39,23,8,0,1,2,0,3,0,0,0,0,1,0,0,0,3.6424896731661263,1,0,0.0,0.34782608695652173,2,0,0,0,0,0,0,0,0,0,0
37,25,5,0,1,2,0,3,0,0,0,0,0,0,0,0,3.733660689688185,1,0,0.0,0.36,2,0,0,0,0,0,0,0,0,0,0
44,25,5,6,1,2,0,3,1,1,0,0,0,0,0,0,3.733660689688185,1,0,0.0,0.36,2,0,0,0,0,0,0,0,0,0,0
47,25,15,0,1,2,0,3,0,1,0,1,0,0,0,0,3.733660689688185,1,0,0.0,0.36,2,0,0,0,0,0,0,0,0,0,0
38,25,5,0,1,2,0,3,0,0,0,0,1,0,0,0,3.733660689688185,1,0,0.0,0.36,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
